"ANNEE";"MOIS";"NAT_SERIES";"DESTINATION";"SDP_AUT";"SDP_COM"
2022;1;"CVS-CJO";"Ensemble des locaux non-residentiels";2904405;2511204
2022;1;"CVS-CJO";"Exploitation agricole";525329;429984
2022;1;"CVS-CJO";"Commerce";612721;304215
2022;1;"CVS-CJO";"Commerce - hotels";91755;31771
2022;1;"CVS-CJO";"Services publics";347247;335111
2022;1;"CVS-CJO";"Autres activites";1419108;1441894
2022;1;"CVS-CJO";"Autres activites - industrie";330223;316501
2022;1;"CVS-CJO";"Autres activites - entrepot";721037;728603
2022;1;"CVS-CJO";"Autres activites - bureau";375248;251672
2021;12;"Brute";"Ensemble des locaux non-residentiels";3058168;2079291
2021;12;"Brute";"Exploitation agricole";464137;417039
2021;12;"Brute";"Commerce";602408;369380
2021;12;"Brute";"Commerce - hotels";99625;50202
2021;12;"Brute";"Services publics";536239;286846
2021;12;"Brute";"Autres activites";1455383;1005961
2021;12;"Brute";"Autres activites - industrie";271591;183976
2021;12;"Brute";"Autres activites - entrepot";660696;539603
2021;12;"Brute";"Autres activites - bureau";523096;282381
2021;12;"CVS-CJO";"Ensemble des locaux non-residentiels";3076404;2157030
2021;12;"CVS-CJO";"Exploitation agricole";512708;454553
2021;12;"CVS-CJO";"Commerce";544623;367161
2021;12;"CVS-CJO";"Commerce - hotels";99625;50202
2021;12;"CVS-CJO";"Services publics";542072;321526
2021;12;"CVS-CJO";"Autres activites";1477001;1013790
2021;12;"CVS-CJO";"Autres activites - industrie";313332;215478
2021;12;"CVS-CJO";"Autres activites - entrepot";672315;654081
2021;12;"CVS-CJO";"Autres activites - bureau";468184;227424
2021;11;"Brute";"Ensemble des locaux non-residentiels";3231904;2207698
2021;11;"Brute";"Exploitation agricole";772025;365904
2021;11;"Brute";"Commerce";555561;397259
2021;11;"Brute";"Commerce - hotels";82799;39279
2021;11;"Brute";"Services publics";376800;378928
2021;11;"Brute";"Autres activites";1527520;1065607
2021;11;"Brute";"Autres activites - industrie";409126;293399
2021;11;"Brute";"Autres activites - entrepot";777501;427719
2021;11;"Brute";"Autres activites - bureau";340893;344488
2021;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3183840;2116700
2021;11;"CVS-CJO";"Exploitation agricole";772615;359844
2021;11;"CVS-CJO";"Commerce";561131;368713
2021;11;"CVS-CJO";"Commerce - hotels";82799;39279
2021;11;"CVS-CJO";"Services publics";354290;360707
2021;11;"CVS-CJO";"Autres activites";1495804;1027436
2021;11;"CVS-CJO";"Autres activites - industrie";400287;295448
2021;11;"CVS-CJO";"Autres activites - entrepot";837198;402902
2021;11;"CVS-CJO";"Autres activites - bureau";338203;325125
2021;10;"Brute";"Ensemble des locaux non-residentiels";3313753;2194058
2021;10;"Brute";"Exploitation agricole";706062;308554
2021;10;"Brute";"Commerce";522105;405802
2021;10;"Brute";"Commerce - hotels";81778;97631
2021;10;"Brute";"Services publics";547516;372356
2021;10;"Brute";"Autres activites";1538069;1106829
2021;10;"Brute";"Autres activites - industrie";571282;287704
2021;10;"Brute";"Autres activites - entrepot";580277;467048
2021;10;"Brute";"Autres activites - bureau";386510;352077
2021;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3082189;2094298
2021;10;"CVS-CJO";"Exploitation agricole";753314;249278
2021;10;"CVS-CJO";"Commerce";503819;418872
2021;10;"CVS-CJO";"Commerce - hotels";81778;97631
2021;10;"CVS-CJO";"Services publics";435749;317272
2021;10;"CVS-CJO";"Autres activites";1389307;1108876
2021;10;"CVS-CJO";"Autres activites - industrie";442919;248190
2021;10;"CVS-CJO";"Autres activites - entrepot";591765;455158
2021;10;"CVS-CJO";"Autres activites - bureau";330915;299155
2021;9;"Brute";"Ensemble des locaux non-residentiels";3934591;2370010
2021;9;"Brute";"Exploitation agricole";996153;457541
2021;9;"Brute";"Commerce";630205;354936
2021;9;"Brute";"Commerce - hotels";89408;63024
2021;9;"Brute";"Services publics";557542;385534
2021;9;"Brute";"Autres activites";1750692;1171997
2021;9;"Brute";"Autres activites - industrie";399494;286688
2021;9;"Brute";"Autres activites - entrepot";848138;552049
2021;9;"Brute";"Autres activites - bureau";503060;333260
2021;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3377806;2229280
2021;9;"CVS-CJO";"Exploitation agricole";826466;458014
2021;9;"CVS-CJO";"Commerce";559946;345977
2021;9;"CVS-CJO";"Commerce - hotels";89408;63024
2021;9;"CVS-CJO";"Services publics";532203;388217
2021;9;"CVS-CJO";"Autres activites";1459191;1037072
2021;9;"CVS-CJO";"Autres activites - industrie";330299;246742
2021;9;"CVS-CJO";"Autres activites - entrepot";708213;479070
2021;9;"CVS-CJO";"Autres activites - bureau";413576;355525
2021;8;"Brute";"Ensemble des locaux non-residentiels";3469734;2100754
2021;8;"Brute";"Exploitation agricole";709656;265925
2021;8;"Brute";"Commerce";521727;356583
2021;8;"Brute";"Commerce - hotels";75741;63434
2021;8;"Brute";"Services publics";483631;371538
2021;8;"Brute";"Autres activites";1754720;1106708
2021;8;"Brute";"Autres activites - industrie";354849;203732
2021;8;"Brute";"Autres activites - entrepot";1080449;612118
2021;8;"Brute";"Autres activites - bureau";319422;290858
2021;8;"CVS-CJO";"Ensemble des locaux non-residentiels";3527407;2442441
2021;8;"CVS-CJO";"Exploitation agricole";735735;314750
2021;8;"CVS-CJO";"Commerce";530043;404462
2021;8;"CVS-CJO";"Commerce - hotels";75741;63434
2021;8;"CVS-CJO";"Services publics";513681;368165
2021;8;"CVS-CJO";"Autres activites";1747948;1355064
2021;8;"CVS-CJO";"Autres activites - industrie";356742;267307
2021;8;"CVS-CJO";"Autres activites - entrepot";1061009;770506
2021;8;"CVS-CJO";"Autres activites - bureau";372661;360708
2021;7;"Brute";"Ensemble des locaux non-residentiels";3437572;1836342
2021;7;"Brute";"Exploitation agricole";793014;401566
2021;7;"Brute";"Commerce";557701;320058
2021;7;"Brute";"Commerce - hotels";108355;45635
2021;7;"Brute";"Services publics";458915;360278
2021;7;"Brute";"Autres activites";1627942;754347
2021;7;"Brute";"Autres activites - industrie";285396;168368
2021;7;"Brute";"Autres activites - entrepot";893878;356166
2021;7;"Brute";"Autres activites - bureau";448668;229813
2021;7;"CVS-CJO";"Ensemble des locaux non-residentiels";3194323;1812365
2021;7;"CVS-CJO";"Exploitation agricole";738515;394573
2021;7;"CVS-CJO";"Commerce";536799;342453
2021;7;"CVS-CJO";"Commerce - hotels";108355;45635
2021;7;"CVS-CJO";"Services publics";428412;348434
2021;7;"CVS-CJO";"Autres activites";1490597;726905
2021;7;"CVS-CJO";"Autres activites - industrie";274993;171403
2021;7;"CVS-CJO";"Autres activites - entrepot";789118;350051
2021;7;"CVS-CJO";"Autres activites - bureau";395114;234013
2021;6;"Brute";"Ensemble des locaux non-residentiels";3536149;1972453
2021;6;"Brute";"Exploitation agricole";959323;370450
2021;6;"Brute";"Commerce";638465;339381
2021;6;"Brute";"Commerce - hotels";84465;43542
2021;6;"Brute";"Services publics";522983;373911
2021;6;"Brute";"Autres activites";1415376;888711
2021;6;"Brute";"Autres activites - industrie";373062;251333
2021;6;"Brute";"Autres activites - entrepot";688393;313950
2021;6;"Brute";"Autres activites - bureau";353921;323428
2021;6;"CVS-CJO";"Ensemble des locaux non-residentiels";3180149;1821432
2021;6;"CVS-CJO";"Exploitation agricole";780860;364928
2021;6;"CVS-CJO";"Commerce";551476;289281
2021;6;"CVS-CJO";"Commerce - hotels";84465;43542
2021;6;"CVS-CJO";"Services publics";494927;338571
2021;6;"CVS-CJO";"Autres activites";1352886;828652
2021;6;"CVS-CJO";"Autres activites - industrie";349293;235095
2021;6;"CVS-CJO";"Autres activites - entrepot";651449;287130
2021;6;"CVS-CJO";"Autres activites - bureau";358025;311667
2021;5;"Brute";"Ensemble des locaux non-residentiels";2999688;2313748
2021;5;"Brute";"Exploitation agricole";687372;441481
2021;5;"Brute";"Commerce";508295;430064
2021;5;"Brute";"Commerce - hotels";82141;96050
2021;5;"Brute";"Services publics";397750;304449
2021;5;"Brute";"Autres activites";1406269;1137754
2021;5;"Brute";"Autres activites - industrie";327323;248473
2021;5;"Brute";"Autres activites - entrepot";648780;465181
2021;5;"Brute";"Autres activites - bureau";430166;424100
2021;5;"CVS-CJO";"Ensemble des locaux non-residentiels";3184174;2278729
2021;5;"CVS-CJO";"Exploitation agricole";688233;374277
2021;5;"CVS-CJO";"Commerce";542753;383794
2021;5;"CVS-CJO";"Commerce - hotels";82141;96050
2021;5;"CVS-CJO";"Services publics";436808;330906
2021;5;"CVS-CJO";"Autres activites";1516380;1189752
2021;5;"CVS-CJO";"Autres activites - industrie";394898;264643
2021;5;"CVS-CJO";"Autres activites - entrepot";740738;535496
2021;5;"CVS-CJO";"Autres activites - bureau";500676;433491
2021;4;"Brute";"Ensemble des locaux non-residentiels";2518712;1903205
2021;4;"Brute";"Exploitation agricole";713103;369916
2021;4;"Brute";"Commerce";452053;382618
2021;4;"Brute";"Commerce - hotels";108399;43476
2021;4;"Brute";"Services publics";467659;372644
2021;4;"Brute";"Autres activites";885899;778027
2021;4;"Brute";"Autres activites - industrie";181977;175470
2021;4;"Brute";"Autres activites - entrepot";415475;312122
2021;4;"Brute";"Autres activites - bureau";288447;290435
2021;4;"CVS-CJO";"Ensemble des locaux non-residentiels";2876710;2103801
2021;4;"CVS-CJO";"Exploitation agricole";702914;458314
2021;4;"CVS-CJO";"Commerce";476734;428228
2021;4;"CVS-CJO";"Commerce - hotels";108399;43476
2021;4;"CVS-CJO";"Services publics";542961;399756
2021;4;"CVS-CJO";"Autres activites";1154101;817503
2021;4;"CVS-CJO";"Autres activites - industrie";226313;198042
2021;4;"CVS-CJO";"Autres activites - entrepot";544558;350576
2021;4;"CVS-CJO";"Autres activites - bureau";363354;289253
2021;3;"Brute";"Ensemble des locaux non-residentiels";3058522;2032977
2021;3;"Brute";"Exploitation agricole";628499;489101
2021;3;"Brute";"Commerce";464052;365459
2021;3;"Brute";"Commerce - hotels";32412;45091
2021;3;"Brute";"Services publics";490852;276764
2021;3;"Brute";"Autres activites";1475117;901406
2021;3;"Brute";"Autres activites - industrie";359159;232215
2021;3;"Brute";"Autres activites - entrepot";730183;362549
2021;3;"Brute";"Autres activites - bureau";385774;306643
2021;3;"CVS-CJO";"Ensemble des locaux non-residentiels";2911865;1953419
2021;3;"CVS-CJO";"Exploitation agricole";567019;484327
2021;3;"CVS-CJO";"Commerce";445123;364484
2021;3;"CVS-CJO";"Commerce - hotels";32412;45091
2021;3;"CVS-CJO";"Services publics";488323;278075
2021;3;"CVS-CJO";"Autres activites";1411400;826533
2021;3;"CVS-CJO";"Autres activites - industrie";302411;182640
2021;3;"CVS-CJO";"Autres activites - entrepot";704804;332561
2021;3;"CVS-CJO";"Autres activites - bureau";363445;271936
2021;2;"Brute";"Ensemble des locaux non-residentiels";2416521;1977659
2021;2;"Brute";"Exploitation agricole";451862;504999
2021;2;"Brute";"Commerce";432406;354320
2021;2;"Brute";"Commerce - hotels";68724;37470
2021;2;"Brute";"Services publics";346372;299332
2021;2;"Brute";"Autres activites";1185880;819008
2021;2;"Brute";"Autres activites - industrie";182902;214551
2021;2;"Brute";"Autres activites - entrepot";717394;268649
2021;2;"Brute";"Autres activites - bureau";285584;335808
2021;2;"CVS-CJO";"Ensemble des locaux non-residentiels";2769216;1954912
2021;2;"CVS-CJO";"Exploitation agricole";546029;455918
2021;2;"CVS-CJO";"Commerce";493780;348719
2021;2;"CVS-CJO";"Commerce - hotels";68724;37470
2021;2;"CVS-CJO";"Services publics";374719;289392
2021;2;"CVS-CJO";"Autres activites";1354688;860883
2021;2;"CVS-CJO";"Autres activites - industrie";233203;210677
2021;2;"CVS-CJO";"Autres activites - entrepot";679758;297020
2021;2;"CVS-CJO";"Autres activites - bureau";329509;368463
2021;1;"Brute";"Ensemble des locaux non-residentiels";2527508;1479051
2021;1;"Brute";"Exploitation agricole";504370;409892
2021;1;"Brute";"Commerce";447493;286211
2021;1;"Brute";"Commerce - hotels";71416;38171
2021;1;"Brute";"Services publics";389605;267206
2021;1;"Brute";"Autres activites";1186041;515742
2021;1;"Brute";"Autres activites - industrie";273938;146995
2021;1;"Brute";"Autres activites - entrepot";601936;177042
2021;1;"Brute";"Autres activites - bureau";310167;191705
2021;1;"CVS-CJO";"Ensemble des locaux non-residentiels";2768973;1545909
2021;1;"CVS-CJO";"Exploitation agricole";588605;428265
2021;1;"CVS-CJO";"Commerce";515438;291743
2021;1;"CVS-CJO";"Commerce - hotels";71416;38171
2021;1;"CVS-CJO";"Services publics";428398;302755
2021;1;"CVS-CJO";"Autres activites";1236532;523146
2021;1;"CVS-CJO";"Autres activites - industrie";311605;164735
2021;1;"CVS-CJO";"Autres activites - entrepot";624731;136814
2021;1;"CVS-CJO";"Autres activites - bureau";338424;208355
2020;12;"Brute";"Ensemble des locaux non-residentiels";2833787;2047855
2020;12;"Brute";"Exploitation agricole";504503;413236
2020;12;"Brute";"Commerce";520905;387059
2020;12;"Brute";"Commerce - hotels";90894;129317
2020;12;"Brute";"Services publics";427935;338319
2020;12;"Brute";"Autres activites";1380445;909228
2020;12;"Brute";"Autres activites - industrie";265966;194816
2020;12;"Brute";"Autres activites - entrepot";575456;376799
2020;12;"Brute";"Autres activites - bureau";539023;337613
2020;12;"CVS-CJO";"Ensemble des locaux non-residentiels";2921420;2151424
2020;12;"CVS-CJO";"Exploitation agricole";579267;442677
2020;12;"CVS-CJO";"Commerce";495272;368450
2020;12;"CVS-CJO";"Commerce - hotels";90894;129317
2020;12;"CVS-CJO";"Services publics";438443;351628
2020;12;"CVS-CJO";"Autres activites";1408438;988669
2020;12;"CVS-CJO";"Autres activites - industrie";294449;225100
2020;12;"CVS-CJO";"Autres activites - entrepot";593080;455108
2020;12;"CVS-CJO";"Autres activites - bureau";485250;329954
2020;11;"Brute";"Ensemble des locaux non-residentiels";3094665;2338034
2020;11;"Brute";"Exploitation agricole";755302;499004
2020;11;"Brute";"Commerce";471615;370959
2020;11;"Brute";"Commerce - hotels";51349;43976
2020;11;"Brute";"Services publics";488547;346664
2020;11;"Brute";"Autres activites";1379202;1121392
2020;11;"Brute";"Autres activites - industrie";316168;170604
2020;11;"Brute";"Autres activites - entrepot";534080;699763
2020;11;"Brute";"Autres activites - bureau";528954;251025
2020;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3037601;2248705
2020;11;"CVS-CJO";"Exploitation agricole";769640;517771
2020;11;"CVS-CJO";"Commerce";470866;356606
2020;11;"CVS-CJO";"Commerce - hotels";51349;43976
2020;11;"CVS-CJO";"Services publics";450320;340932
2020;11;"CVS-CJO";"Autres activites";1346775;1033396
2020;11;"CVS-CJO";"Autres activites - industrie";309597;170251
2020;11;"CVS-CJO";"Autres activites - entrepot";581461;671941
2020;11;"CVS-CJO";"Autres activites - bureau";525214;231072
2020;10;"Brute";"Ensemble des locaux non-residentiels";3226654;2518795
2020;10;"Brute";"Exploitation agricole";756128;655593
2020;10;"Brute";"Commerce";616438;346982
2020;10;"Brute";"Commerce - hotels";125216;44514
2020;10;"Brute";"Services publics";476043;415765
2020;10;"Brute";"Autres activites";1378041;1099764
2020;10;"Brute";"Autres activites - industrie";331401;263542
2020;10;"Brute";"Autres activites - entrepot";481116;449392
2020;10;"Brute";"Autres activites - bureau";565524;386829
2020;10;"CVS-CJO";"Ensemble des locaux non-residentiels";2948344;2423045
2020;10;"CVS-CJO";"Exploitation agricole";778090;612302
2020;10;"CVS-CJO";"Commerce";560799;370454
2020;10;"CVS-CJO";"Commerce - hotels";125216;44514
2020;10;"CVS-CJO";"Services publics";379002;372221
2020;10;"CVS-CJO";"Autres activites";1230453;1068068
2020;10;"CVS-CJO";"Autres activites - industrie";254499;227770
2020;10;"CVS-CJO";"Autres activites - entrepot";470155;434714
2020;10;"CVS-CJO";"Autres activites - bureau";482982;335608
2020;9;"Brute";"Ensemble des locaux non-residentiels";3776928;2050207
2020;9;"Brute";"Exploitation agricole";848279;454807
2020;9;"Brute";"Commerce";570346;336872
2020;9;"Brute";"Commerce - hotels";91149;48449
2020;9;"Brute";"Services publics";428093;306490
2020;9;"Brute";"Autres activites";1930208;952007
2020;9;"Brute";"Autres activites - industrie";417662;171651
2020;9;"Brute";"Autres activites - entrepot";1033295;531626
2020;9;"Brute";"Autres activites - bureau";479252;248730
2020;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3283878;1919815
2020;9;"CVS-CJO";"Exploitation agricole";717129;438292
2020;9;"CVS-CJO";"Commerce";523747;311451
2020;9;"CVS-CJO";"Commerce - hotels";91149;48449
2020;9;"CVS-CJO";"Services publics";413832;286799
2020;9;"CVS-CJO";"Autres activites";1629170;883273
2020;9;"CVS-CJO";"Autres activites - industrie";340776;150295
2020;9;"CVS-CJO";"Autres activites - entrepot";870419;456386
2020;9;"CVS-CJO";"Autres activites - bureau";387062;273487
2020;8;"Brute";"Ensemble des locaux non-residentiels";2802029;1783127
2020;8;"Brute";"Exploitation agricole";751844;422144
2020;8;"Brute";"Commerce";467825;260813
2020;8;"Brute";"Commerce - hotels";75940;35458
2020;8;"Brute";"Services publics";406355;306095
2020;8;"Brute";"Autres activites";1176005;793849
2020;8;"Brute";"Autres activites - industrie";347524;154051
2020;8;"Brute";"Autres activites - entrepot";541157;374119
2020;8;"Brute";"Autres activites - bureau";287324;265679
2020;8;"CVS-CJO";"Ensemble des locaux non-residentiels";2909301;2047642
2020;8;"CVS-CJO";"Exploitation agricole";815960;462031
2020;8;"CVS-CJO";"Commerce";492922;317722
2020;8;"CVS-CJO";"Commerce - hotels";75940;35458
2020;8;"CVS-CJO";"Services publics";431099;319819
2020;8;"CVS-CJO";"Autres activites";1169320;948070
2020;8;"CVS-CJO";"Autres activites - industrie";353537;195566
2020;8;"CVS-CJO";"Autres activites - entrepot";521524;473659
2020;8;"CVS-CJO";"Autres activites - bureau";335057;315121
2020;7;"Brute";"Ensemble des locaux non-residentiels";3356775;2067329
2020;7;"Brute";"Exploitation agricole";904848;516132
2020;7;"Brute";"Commerce";607732;375024
2020;7;"Brute";"Commerce - hotels";73299;53360
2020;7;"Brute";"Services publics";550417;283252
2020;7;"Brute";"Autres activites";1293779;892920
2020;7;"Brute";"Autres activites - industrie";278191;133280
2020;7;"Brute";"Autres activites - entrepot";654560;505647
2020;7;"Brute";"Autres activites - bureau";361028;253993
2020;7;"CVS-CJO";"Ensemble des locaux non-residentiels";3108903;2024368
2020;7;"CVS-CJO";"Exploitation agricole";790338;525677
2020;7;"CVS-CJO";"Commerce";565874;410119
2020;7;"CVS-CJO";"Commerce - hotels";73299;53360
2020;7;"CVS-CJO";"Services publics";522254;281253
2020;7;"CVS-CJO";"Autres activites";1230437;807319
2020;7;"CVS-CJO";"Autres activites - industrie";273396;140461
2020;7;"CVS-CJO";"Autres activites - entrepot";589357;518386
2020;7;"CVS-CJO";"Autres activites - bureau";315597;222418
2020;6;"Brute";"Ensemble des locaux non-residentiels";3217134;2540245
2020;6;"Brute";"Exploitation agricole";731012;595938
2020;6;"Brute";"Commerce";519095;354670
2020;6;"Brute";"Commerce - hotels";77466;58903
2020;6;"Brute";"Services publics";392970;594842
2020;6;"Brute";"Autres activites";1574057;994780
2020;6;"Brute";"Autres activites - industrie";349024;273749
2020;6;"Brute";"Autres activites - entrepot";723545;448941
2020;6;"Brute";"Autres activites - bureau";501489;272090
2020;6;"CVS-CJO";"Ensemble des locaux non-residentiels";2928238;2359119
2020;6;"CVS-CJO";"Exploitation agricole";608815;585558
2020;6;"CVS-CJO";"Commerce";465305;299513
2020;6;"CVS-CJO";"Commerce - hotels";77466;58903
2020;6;"CVS-CJO";"Services publics";374103;550507
2020;6;"CVS-CJO";"Autres activites";1480015;923541
2020;6;"CVS-CJO";"Autres activites - industrie";327998;246541
2020;6;"CVS-CJO";"Autres activites - entrepot";674494;407661
2020;6;"CVS-CJO";"Autres activites - bureau";502366;261957
2020;5;"Brute";"Ensemble des locaux non-residentiels";1872558;1360440
2020;5;"Brute";"Exploitation agricole";504112;452281
2020;5;"Brute";"Commerce";405975;253379
2020;5;"Brute";"Commerce - hotels";98839;30193
2020;5;"Brute";"Services publics";283762;220583
2020;5;"Brute";"Autres activites";678712;434186
2020;5;"Brute";"Autres activites - industrie";149243;119581
2020;5;"Brute";"Autres activites - entrepot";290557;164684
2020;5;"Brute";"Autres activites - bureau";238912;149921
2020;5;"CVS-CJO";"Ensemble des locaux non-residentiels";2043086;1332553
2020;5;"CVS-CJO";"Exploitation agricole";526744;361166
2020;5;"CVS-CJO";"Commerce";458712;210735
2020;5;"CVS-CJO";"Commerce - hotels";98839;30193
2020;5;"CVS-CJO";"Services publics";313073;246070
2020;5;"CVS-CJO";"Autres activites";744557;514582
2020;5;"CVS-CJO";"Autres activites - industrie";177911;128697
2020;5;"CVS-CJO";"Autres activites - entrepot";331914;192218
2020;5;"CVS-CJO";"Autres activites - bureau";278962;190509
2020;4;"Brute";"Ensemble des locaux non-residentiels";1571929;942143
2020;4;"Brute";"Exploitation agricole";500065;170265
2020;4;"Brute";"Commerce";257247;79983
2020;4;"Brute";"Commerce - hotels";39126;16391
2020;4;"Brute";"Services publics";239032;103001
2020;4;"Brute";"Autres activites";575586;588894
2020;4;"Brute";"Autres activites - industrie";120215;97732
2020;4;"Brute";"Autres activites - entrepot";284497;361046
2020;4;"Brute";"Autres activites - bureau";170874;130116
2020;4;"CVS-CJO";"Ensemble des locaux non-residentiels";1832446;1083858
2020;4;"CVS-CJO";"Exploitation agricole";519935;244319
2020;4;"CVS-CJO";"Commerce";277547;109422
2020;4;"CVS-CJO";"Commerce - hotels";39126;16391
2020;4;"CVS-CJO";"Services publics";284774;121573
2020;4;"CVS-CJO";"Autres activites";750190;608544
2020;4;"CVS-CJO";"Autres activites - industrie";152300;109275
2020;4;"CVS-CJO";"Autres activites - entrepot";372071;402011
2020;4;"CVS-CJO";"Autres activites - bureau";216815;136015
2020;3;"Brute";"Ensemble des locaux non-residentiels";2480266;1196948
2020;3;"Brute";"Exploitation agricole";619573;221932
2020;3;"Brute";"Commerce";446079;201346
2020;3;"Brute";"Commerce - hotels";87907;23025
2020;3;"Brute";"Services publics";562283;258481
2020;3;"Brute";"Autres activites";852330;515189
2020;3;"Brute";"Autres activites - industrie";181053;130248
2020;3;"Brute";"Autres activites - entrepot";363643;183045
2020;3;"Brute";"Autres activites - bureau";307634;201896
2020;3;"CVS-CJO";"Ensemble des locaux non-residentiels";2444205;1130023
2020;3;"CVS-CJO";"Exploitation agricole";601143;195500
2020;3;"CVS-CJO";"Commerce";449812;198224
2020;3;"CVS-CJO";"Commerce - hotels";87907;23025
2020;3;"CVS-CJO";"Services publics";560676;258176
2020;3;"CVS-CJO";"Autres activites";832574;478123
2020;3;"CVS-CJO";"Autres activites - industrie";159433;104716
2020;3;"CVS-CJO";"Autres activites - entrepot";355693;164203
2020;3;"CVS-CJO";"Autres activites - bureau";296618;184999
2020;2;"Brute";"Ensemble des locaux non-residentiels";3099324;2445187
2020;2;"Brute";"Exploitation agricole";646347;557789
2020;2;"Brute";"Commerce";560104;366835
2020;2;"Brute";"Commerce - hotels";129954;94107
2020;2;"Brute";"Services publics";556309;398229
2020;2;"Brute";"Autres activites";1336564;1122334
2020;2;"Brute";"Autres activites - industrie";292614;418926
2020;2;"Brute";"Autres activites - entrepot";607671;460479
2020;2;"Brute";"Autres activites - bureau";436279;242929
2020;2;"CVS-CJO";"Ensemble des locaux non-residentiels";3563533;2413719
2020;2;"CVS-CJO";"Exploitation agricole";778031;537950
2020;2;"CVS-CJO";"Commerce";661699;365736
2020;2;"CVS-CJO";"Commerce - hotels";129954;94107
2020;2;"CVS-CJO";"Services publics";607907;401023
2020;2;"CVS-CJO";"Autres activites";1515896;1109010
2020;2;"CVS-CJO";"Autres activites - industrie";360568;411853
2020;2;"CVS-CJO";"Autres activites - entrepot";582280;498458
2020;2;"CVS-CJO";"Autres activites - bureau";504854;271914
2020;1;"Brute";"Ensemble des locaux non-residentiels";3049758;2350964
2020;1;"Brute";"Exploitation agricole";695407;590803
2020;1;"Brute";"Commerce";529322;325269
2020;1;"Brute";"Commerce - hotels";65594;53262
2020;1;"Brute";"Services publics";453270;336836
2020;1;"Brute";"Autres activites";1371759;1097972
2020;1;"Brute";"Autres activites - industrie";311681;212364
2020;1;"Brute";"Autres activites - entrepot";575738;565939
2020;1;"Brute";"Autres activites - bureau";484340;319669
2020;1;"CVS-CJO";"Ensemble des locaux non-residentiels";3182181;2447463
2020;1;"CVS-CJO";"Exploitation agricole";727629;654194
2020;1;"CVS-CJO";"Commerce";544387;351508
2020;1;"CVS-CJO";"Commerce - hotels";65594;53262
2020;1;"CVS-CJO";"Services publics";489937;394536
2020;1;"CVS-CJO";"Autres activites";1420228;1047225
2020;1;"CVS-CJO";"Autres activites - industrie";353480;238210
2020;1;"CVS-CJO";"Autres activites - entrepot";600580;438208
2020;1;"CVS-CJO";"Autres activites - bureau";533224;310530
2019;12;"Brute";"Ensemble des locaux non-residentiels";3340064;2008798
2019;12;"Brute";"Exploitation agricole";695876;427523
2019;12;"Brute";"Commerce";580627;309860
2019;12;"Brute";"Commerce - hotels";109674;52695
2019;12;"Brute";"Services publics";494316;323739
2019;12;"Brute";"Autres activites";1569244;947675
2019;12;"Brute";"Autres activites - industrie";313954;260896
2019;12;"Brute";"Autres activites - entrepot";770538;352298
2019;12;"Brute";"Autres activites - bureau";484752;334480
2019;12;"CVS-CJO";"Ensemble des locaux non-residentiels";3430773;2099095
2019;12;"CVS-CJO";"Exploitation agricole";815693;464487
2019;12;"CVS-CJO";"Commerce";565970;289571
2019;12;"CVS-CJO";"Commerce - hotels";109674;52695
2019;12;"CVS-CJO";"Services publics";490640;322624
2019;12;"CVS-CJO";"Autres activites";1558470;1022413
2019;12;"CVS-CJO";"Autres activites - industrie";326660;301414
2019;12;"CVS-CJO";"Autres activites - entrepot";796211;429120
2019;12;"CVS-CJO";"Autres activites - bureau";438024;304928
2019;11;"Brute";"Ensemble des locaux non-residentiels";3394230;3045756
2019;11;"Brute";"Exploitation agricole";665616;498541
2019;11;"Brute";"Commerce";564963;466214
2019;11;"Brute";"Commerce - hotels";88998;90569
2019;11;"Brute";"Services publics";600847;371523
2019;11;"Brute";"Autres activites";1562800;1709380
2019;11;"Brute";"Autres activites - industrie";330790;208541
2019;11;"Brute";"Autres activites - entrepot";669910;1076138
2019;11;"Brute";"Autres activites - bureau";562100;424702
2019;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3445087;2915129
2019;11;"CVS-CJO";"Exploitation agricole";731987;492431
2019;11;"CVS-CJO";"Commerce";596488;423275
2019;11;"CVS-CJO";"Commerce - hotels";88998;90569
2019;11;"CVS-CJO";"Services publics";555287;341771
2019;11;"CVS-CJO";"Autres activites";1561325;1657652
2019;11;"CVS-CJO";"Autres activites - industrie";335457;205081
2019;11;"CVS-CJO";"Autres activites - entrepot";727460;1049154
2019;11;"CVS-CJO";"Autres activites - bureau";560940;421334
2019;10;"Brute";"Ensemble des locaux non-residentiels";3767292;2473110
2019;10;"Brute";"Exploitation agricole";728962;569897
2019;10;"Brute";"Commerce";677100;402242
2019;10;"Brute";"Commerce - hotels";90817;55798
2019;10;"Brute";"Services publics";646640;507082
2019;10;"Brute";"Autres activites";1714593;993819
2019;10;"Brute";"Autres activites - industrie";440008;241239
2019;10;"Brute";"Autres activites - entrepot";741435;352679
2019;10;"Brute";"Autres activites - bureau";533150;399901
2019;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3377348;2327756
2019;10;"CVS-CJO";"Exploitation agricole";738852;483300
2019;10;"CVS-CJO";"Commerce";591041;425173
2019;10;"CVS-CJO";"Commerce - hotels";90817;55798
2019;10;"CVS-CJO";"Services publics";528407;470060
