"ANNEE";"MOIS";"NAT_SERIES";"DESTINATION";"SDP_AUT";"SDP_COM"
2017;6;"Brute";"Exploitation agricole";988206;487253
2017;6;"Brute";"Commerce";950700;397319
2017;6;"Brute";"Commerce - hotels";85432;80211
2017;6;"Brute";"Services publics";435538;423504
2017;6;"Brute";"Autres activites";1297625;1008048
2017;6;"Brute";"Autres activites - industrie";305157;239628
2017;6;"Brute";"Autres activites - entrepot";550327;484499
2017;6;"Brute";"Autres activites - bureau";442141;283921
2017;6;"CVS-CJO";"Ensemble des locaux non-residentiels";3335886;2175021
2017;6;"CVS-CJO";"Exploitation agricole";805281;520194
2017;6;"CVS-CJO";"Commerce";880719;374866
2017;6;"CVS-CJO";"Commerce - hotels";85432;80211
2017;6;"CVS-CJO";"Services publics";427186;389858
2017;6;"CVS-CJO";"Autres activites";1222700;890103
2017;6;"CVS-CJO";"Autres activites - industrie";292968;198743
2017;6;"CVS-CJO";"Autres activites - entrepot";484668;443104
2017;6;"CVS-CJO";"Autres activites - bureau";427071;249218
2017;5;"Brute";"Ensemble des locaux non-residentiels";3161392;1712648
2017;5;"Brute";"Exploitation agricole";884955;421739
2017;5;"Brute";"Commerce";600229;351792
2017;5;"Brute";"Commerce - hotels";70318;38991
2017;5;"Brute";"Services publics";540975;297248
2017;5;"Brute";"Autres activites";1135231;641809
2017;5;"Brute";"Autres activites - industrie";270101;166209
2017;5;"Brute";"Autres activites - entrepot";505728;227594
2017;5;"Brute";"Autres activites - bureau";359402;248006
2017;5;"CVS-CJO";"Ensemble des locaux non-residentiels";3328344;1770069
2017;5;"CVS-CJO";"Exploitation agricole";795237;377460
2017;5;"CVS-CJO";"Commerce";623112;321039
2017;5;"CVS-CJO";"Commerce - hotels";70318;38991
2017;5;"CVS-CJO";"Services publics";607634;329261
2017;5;"CVS-CJO";"Autres activites";1302361;742309
2017;5;"CVS-CJO";"Autres activites - industrie";330955;179320
2017;5;"CVS-CJO";"Autres activites - entrepot";576601;287641
2017;5;"CVS-CJO";"Autres activites - bureau";457965;266790
2017;4;"Brute";"Ensemble des locaux non-residentiels";2697686;2074018
2017;4;"Brute";"Exploitation agricole";643596;500714
2017;4;"Brute";"Commerce";587457;368244
2017;4;"Brute";"Commerce - hotels";162704;68382
2017;4;"Brute";"Services publics";449242;365419
2017;4;"Brute";"Autres activites";1017389;839614
2017;4;"Brute";"Autres activites - industrie";216531;166040
2017;4;"Brute";"Autres activites - entrepot";294818;472514
2017;4;"Brute";"Autres activites - bureau";506040;201060
2017;4;"CVS-CJO";"Ensemble des locaux non-residentiels";3059112;2251036
2017;4;"CVS-CJO";"Exploitation agricole";726990;523398
2017;4;"CVS-CJO";"Commerce";666614;370802
2017;4;"CVS-CJO";"Commerce - hotels";162704;68382
2017;4;"CVS-CJO";"Services publics";519102;390940
2017;4;"CVS-CJO";"Autres activites";1146406;965896
2017;4;"CVS-CJO";"Autres activites - industrie";251941;188152
2017;4;"CVS-CJO";"Autres activites - entrepot";360394;527229
2017;4;"CVS-CJO";"Autres activites - bureau";655268;249100
2017;3;"Brute";"Ensemble des locaux non-residentiels";3475001;2333362
2017;3;"Brute";"Exploitation agricole";1014256;584381
2017;3;"Brute";"Commerce";750722;301988
2017;3;"Brute";"Commerce - hotels";129830;41836
2017;3;"Brute";"Services publics";560224;276357
2017;3;"Brute";"Autres activites";1149801;1170636
2017;3;"Brute";"Autres activites - industrie";319830;192900
2017;3;"Brute";"Autres activites - entrepot";531878;595588
2017;3;"Brute";"Autres activites - bureau";298093;382146
2017;3;"CVS-CJO";"Ensemble des locaux non-residentiels";3241399;2194735
2017;3;"CVS-CJO";"Exploitation agricole";892308;562261
2017;3;"CVS-CJO";"Commerce";676517;310710
2017;3;"CVS-CJO";"Commerce - hotels";129830;41836
2017;3;"CVS-CJO";"Services publics";529395;274549
2017;3;"CVS-CJO";"Autres activites";1143179;1047215
2017;3;"CVS-CJO";"Autres activites - industrie";318198;157011
2017;3;"CVS-CJO";"Autres activites - entrepot";534508;535771
2017;3;"CVS-CJO";"Autres activites - bureau";309586;347652
2017;2;"Brute";"Ensemble des locaux non-residentiels";2636491;1873414
2017;2;"Brute";"Exploitation agricole";757338;433477
2017;2;"Brute";"Commerce";443546;385843
2017;2;"Brute";"Commerce - hotels";60128;64185
2017;2;"Brute";"Services publics";360647;343625
2017;2;"Brute";"Autres activites";1074960;710267
2017;2;"Brute";"Autres activites - industrie";204081;220868
2017;2;"Brute";"Autres activites - entrepot";645871;252666
2017;2;"Brute";"Autres activites - bureau";225008;236732
2017;2;"CVS-CJO";"Ensemble des locaux non-residentiels";2831810;1922111
2017;2;"CVS-CJO";"Exploitation agricole";790676;441933
2017;2;"CVS-CJO";"Commerce";503821;383717
2017;2;"CVS-CJO";"Commerce - hotels";60128;64185
2017;2;"CVS-CJO";"Services publics";382587;368577
2017;2;"CVS-CJO";"Autres activites";1154726;727884
2017;2;"CVS-CJO";"Autres activites - industrie";251841;221664
2017;2;"CVS-CJO";"Autres activites - entrepot";600362;243452
2017;2;"CVS-CJO";"Autres activites - bureau";249867;259069
2017;1;"Brute";"Ensemble des locaux non-residentiels";2874476;1960330
2017;1;"Brute";"Exploitation agricole";771324;490146
2017;1;"Brute";"Commerce";640567;439005
2017;1;"Brute";"Commerce - hotels";80913;35240
2017;1;"Brute";"Services publics";459598;361344
2017;1;"Brute";"Autres activites";1002983;669761
2017;1;"Brute";"Autres activites - industrie";249252;171630
2017;1;"Brute";"Autres activites - entrepot";453522;240580
2017;1;"Brute";"Autres activites - bureau";300209;257550
2017;1;"CVS-CJO";"Ensemble des locaux non-residentiels";2969752;1955742
2017;1;"CVS-CJO";"Exploitation agricole";823450;489641
2017;1;"CVS-CJO";"Commerce";633673;440179
2017;1;"CVS-CJO";"Commerce - hotels";80913;35240
2017;1;"CVS-CJO";"Services publics";467986;341809
2017;1;"CVS-CJO";"Autres activites";1044643;684113
2017;1;"CVS-CJO";"Autres activites - industrie";273149;194400
2017;1;"CVS-CJO";"Autres activites - entrepot";504901;199547
2017;1;"CVS-CJO";"Autres activites - bureau";337436;264392
2016;12;"Brute";"Ensemble des locaux non-residentiels";3064909;2213757
2016;12;"Brute";"Exploitation agricole";628072;472849
2016;12;"Brute";"Commerce";665157;472994
2016;12;"Brute";"Commerce - hotels";104480;91047
2016;12;"Brute";"Services publics";478919;431963
2016;12;"Brute";"Autres activites";1292761;833879
2016;12;"Brute";"Autres activites - industrie";372254;258317
2016;12;"Brute";"Autres activites - entrepot";483535;262349
2016;12;"Brute";"Autres activites - bureau";436972;313213
2016;12;"CVS-CJO";"Ensemble des locaux non-residentiels";3111935;2332600
2016;12;"CVS-CJO";"Exploitation agricole";756141;547185
2016;12;"CVS-CJO";"Commerce";614433;470277
2016;12;"CVS-CJO";"Commerce - hotels";104480;91047
2016;12;"CVS-CJO";"Services publics";467193;441684
2016;12;"CVS-CJO";"Autres activites";1274168;873454
2016;12;"CVS-CJO";"Autres activites - industrie";359633;316047
2016;12;"CVS-CJO";"Autres activites - entrepot";500353;331513
2016;12;"CVS-CJO";"Autres activites - bureau";395916;275850
2016;11;"Brute";"Ensemble des locaux non-residentiels";2868002;1846815
2016;11;"Brute";"Exploitation agricole";675960;446837
2016;11;"Brute";"Commerce";506898;323857
2016;11;"Brute";"Commerce - hotels";63512;25428
2016;11;"Brute";"Services publics";497694;367000
2016;11;"Brute";"Autres activites";1187448;708823
2016;11;"Brute";"Autres activites - industrie";235251;180046
2016;11;"Brute";"Autres activites - entrepot";571423;277635
2016;11;"Brute";"Autres activites - bureau";380774;251143
2016;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3033325;1821763
2016;11;"CVS-CJO";"Exploitation agricole";780284;482646
2016;11;"CVS-CJO";"Commerce";524335;291465
2016;11;"CVS-CJO";"Commerce - hotels";63512;25428
2016;11;"CVS-CJO";"Services publics";468674;338339
2016;11;"CVS-CJO";"Autres activites";1260032;709313
2016;11;"CVS-CJO";"Autres activites - industrie";261629;181883
2016;11;"CVS-CJO";"Autres activites - entrepot";630450;283406
2016;11;"CVS-CJO";"Autres activites - bureau";382832;234036
2016;10;"Brute";"Ensemble des locaux non-residentiels";3446200;2346430
2016;10;"Brute";"Exploitation agricole";651379;606570
2016;10;"Brute";"Commerce";711143;334384
2016;10;"Brute";"Commerce - hotels";75213;46486
2016;10;"Brute";"Services publics";558353;358147
2016;10;"Brute";"Autres activites";1525323;1046930
2016;10;"Brute";"Autres activites - industrie";388332;177669
2016;10;"Brute";"Autres activites - entrepot";744111;630819
2016;10;"Brute";"Autres activites - bureau";392879;238442
2016;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3172212;2172280
2016;10;"CVS-CJO";"Exploitation agricole";750938;520398
2016;10;"CVS-CJO";"Commerce";681629;324455
2016;10;"CVS-CJO";"Commerce - hotels";75213;46486
2016;10;"CVS-CJO";"Services publics";478952;335285
2016;10;"CVS-CJO";"Autres activites";1260693;992142
2016;10;"CVS-CJO";"Autres activites - industrie";271827;147180
2016;10;"CVS-CJO";"Autres activites - entrepot";631031;599445
2016;10;"CVS-CJO";"Autres activites - bureau";318726;219818
2016;9;"Brute";"Ensemble des locaux non-residentiels";3542356;2069746
2016;9;"Brute";"Exploitation agricole";860303;514177
2016;9;"Brute";"Commerce";599679;337801
2016;9;"Brute";"Commerce - hotels";81717;38197
2016;9;"Brute";"Services publics";493076;466119
2016;9;"Brute";"Autres activites";1589296;748098
2016;9;"Brute";"Autres activites - industrie";379781;217980
2016;9;"Brute";"Autres activites - entrepot";669739;285151
2016;9;"Brute";"Autres activites - bureau";539776;244967
2016;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3258280;1916780
2016;9;"CVS-CJO";"Exploitation agricole";811530;526535
2016;9;"CVS-CJO";"Commerce";597502;327584
2016;9;"CVS-CJO";"Commerce - hotels";81717;38197
2016;9;"CVS-CJO";"Services publics";481370;396216
2016;9;"CVS-CJO";"Autres activites";1367878;666445
2016;9;"CVS-CJO";"Autres activites - industrie";301959;205514
2016;9;"CVS-CJO";"Autres activites - entrepot";613198;238673
2016;9;"CVS-CJO";"Autres activites - bureau";420946;244579
2016;8;"Brute";"Ensemble des locaux non-residentiels";3557120;1818961
2016;8;"Brute";"Exploitation agricole";944931;497067
2016;8;"Brute";"Commerce";898484;410201
2016;8;"Brute";"Commerce - hotels";83308;61398
2016;8;"Brute";"Services publics";513093;297203
2016;8;"Brute";"Autres activites";1200612;614450
2016;8;"Brute";"Autres activites - industrie";313024;195487
2016;8;"Brute";"Autres activites - entrepot";597028;247032
2016;8;"Brute";"Autres activites - bureau";290560;171931
2016;8;"CVS-CJO";"Ensemble des locaux non-residentiels";3796473;1968856
2016;8;"CVS-CJO";"Exploitation agricole";964832;475316
2016;8;"CVS-CJO";"Commerce";928048;453404
2016;8;"CVS-CJO";"Commerce - hotels";83308;61398
2016;8;"CVS-CJO";"Services publics";582344;345788
2016;8;"CVS-CJO";"Autres activites";1321249;694348
2016;8;"CVS-CJO";"Autres activites - industrie";341475;211376
2016;8;"CVS-CJO";"Autres activites - entrepot";580464;291209
2016;8;"CVS-CJO";"Autres activites - bureau";351652;231344
2016;7;"Brute";"Ensemble des locaux non-residentiels";2878403;1346292
2016;7;"Brute";"Exploitation agricole";789569;335794
2016;7;"Brute";"Commerce";620133;204473
2016;7;"Brute";"Commerce - hotels";63922;14389
2016;7;"Brute";"Services publics";410273;238119
2016;7;"Brute";"Autres activites";1058427;567498
2016;7;"Brute";"Autres activites - industrie";226550;149892
2016;7;"Brute";"Autres activites - entrepot";515002;188879
2016;7;"Brute";"Autres activites - bureau";316875;228727
2016;7;"CVS-CJO";"Ensemble des locaux non-residentiels";2733400;1363419
2016;7;"CVS-CJO";"Exploitation agricole";705719;306183
2016;7;"CVS-CJO";"Commerce";621431;231471
2016;7;"CVS-CJO";"Commerce - hotels";63922;14389
2016;7;"CVS-CJO";"Services publics";380567;254389
2016;7;"CVS-CJO";"Autres activites";1025683;571376
2016;7;"CVS-CJO";"Autres activites - industrie";224719;169457
2016;7;"CVS-CJO";"Autres activites - entrepot";508852;184976
2016;7;"CVS-CJO";"Autres activites - bureau";257918;219909
2016;6;"Brute";"Ensemble des locaux non-residentiels";3200902;2216334
2016;6;"Brute";"Exploitation agricole";932263;519870
2016;6;"Brute";"Commerce";669827;386015
2016;6;"Brute";"Commerce - hotels";133802;57618
2016;6;"Brute";"Services publics";464665;396969
2016;6;"Brute";"Autres activites";1134148;912008
2016;6;"Brute";"Autres activites - industrie";272551;260754
2016;6;"Brute";"Autres activites - entrepot";500004;402682
2016;6;"Brute";"Autres activites - bureau";361593;248572
2016;6;"CVS-CJO";"Ensemble des locaux non-residentiels";2830958;2104216
2016;6;"CVS-CJO";"Exploitation agricole";717782;558913
2016;6;"CVS-CJO";"Commerce";599175;372677
2016;6;"CVS-CJO";"Commerce - hotels";133802;57618
2016;6;"CVS-CJO";"Services publics";453993;358103
2016;6;"CVS-CJO";"Autres activites";1060008;814523
2016;6;"CVS-CJO";"Autres activites - industrie";259813;212709
2016;6;"CVS-CJO";"Autres activites - entrepot";439770;362330
2016;6;"CVS-CJO";"Autres activites - bureau";346150;227221
2016;5;"Brute";"Ensemble des locaux non-residentiels";2644429;2066069
2016;5;"Brute";"Exploitation agricole";753367;533607
2016;5;"Brute";"Commerce";544993;371085
2016;5;"Brute";"Commerce - hotels";74611;40108
2016;5;"Brute";"Services publics";440011;294987
2016;5;"Brute";"Autres activites";906055;865839
2016;5;"Brute";"Autres activites - industrie";242959;187819
2016;5;"Brute";"Autres activites - entrepot";347813;382808
2016;5;"Brute";"Autres activites - bureau";315282;295211
2016;5;"CVS-CJO";"Ensemble des locaux non-residentiels";2749671;2181448
2016;5;"CVS-CJO";"Exploitation agricole";664825;510440
2016;5;"CVS-CJO";"Commerce";565576;349237
2016;5;"CVS-CJO";"Commerce - hotels";74611;40108
2016;5;"CVS-CJO";"Services publics";487398;331746
2016;5;"CVS-CJO";"Autres activites";1031872;990025
2016;5;"CVS-CJO";"Autres activites - industrie";299196;202305
2016;5;"CVS-CJO";"Autres activites - entrepot";390754;509154
2016;5;"CVS-CJO";"Autres activites - bureau";408432;314085
2016;4;"Brute";"Ensemble des locaux non-residentiels";3206020;1835979
2016;4;"Brute";"Exploitation agricole";1106098;493949
2016;4;"Brute";"Commerce";553785;437049
2016;4;"Brute";"Commerce - hotels";82146;40694
2016;4;"Brute";"Services publics";348994;305611
2016;4;"Brute";"Autres activites";1197145;598766
2016;4;"Brute";"Autres activites - industrie";279841;170847
2016;4;"Brute";"Autres activites - entrepot";455443;211459
2016;4;"Brute";"Autres activites - bureau";461861;216460
2016;4;"CVS-CJO";"Ensemble des locaux non-residentiels";3430344;1928965
2016;4;"CVS-CJO";"Exploitation agricole";1116180;502773
2016;4;"CVS-CJO";"Commerce";571557;430415
2016;4;"CVS-CJO";"Commerce - hotels";82146;40694
2016;4;"CVS-CJO";"Services publics";404990;335785
2016;4;"CVS-CJO";"Autres activites";1337617;659992
2016;4;"CVS-CJO";"Autres activites - industrie";316746;195155
2016;4;"CVS-CJO";"Autres activites - entrepot";546533;238597
2016;4;"CVS-CJO";"Autres activites - bureau";601906;267082
2016;3;"Brute";"Ensemble des locaux non-residentiels";2936540;2199497
2016;3;"Brute";"Exploitation agricole";1036892;648277
2016;3;"Brute";"Commerce";484985;374259
2016;3;"Brute";"Commerce - hotels";65599;33369
2016;3;"Brute";"Services publics";460927;383577
2016;3;"Brute";"Autres activites";953735;792903
2016;3;"Brute";"Autres activites - industrie";243748;226564
2016;3;"Brute";"Autres activites - entrepot";399271;316337
2016;3;"Brute";"Autres activites - bureau";310716;250005
2016;3;"CVS-CJO";"Ensemble des locaux non-residentiels";2787119;2072110
2016;3;"CVS-CJO";"Exploitation agricole";948895;599896
2016;3;"CVS-CJO";"Commerce";450424;368638
2016;3;"CVS-CJO";"Commerce - hotels";65599;33369
2016;3;"CVS-CJO";"Services publics";434141;376276
2016;3;"CVS-CJO";"Autres activites";953659;727300
2016;3;"CVS-CJO";"Autres activites - industrie";244153;185177
2016;3;"CVS-CJO";"Autres activites - entrepot";409124;278910
2016;3;"CVS-CJO";"Autres activites - bureau";329609;242485
2016;2;"Brute";"Ensemble des locaux non-residentiels";2932210;1758939
2016;2;"Brute";"Exploitation agricole";938770;507054
2016;2;"Brute";"Commerce";602088;305268
2016;2;"Brute";"Commerce - hotels";123036;32665
2016;2;"Brute";"Services publics";425148;260580
2016;2;"Brute";"Autres activites";966206;685429
2016;2;"Brute";"Autres activites - industrie";204912;139152
2016;2;"Brute";"Autres activites - entrepot";476613;243983
2016;2;"Brute";"Autres activites - bureau";284681;302294
2016;2;"CVS-CJO";"Ensemble des locaux non-residentiels";3105968;1839325
2016;2;"CVS-CJO";"Exploitation agricole";945560;555838
2016;2;"CVS-CJO";"Commerce";665848;328157
2016;2;"CVS-CJO";"Commerce - hotels";123036;32665
2016;2;"CVS-CJO";"Services publics";452251;313612
2016;2;"CVS-CJO";"Autres activites";1042309;641718
2016;2;"CVS-CJO";"Autres activites - industrie";262906;142426
2016;2;"CVS-CJO";"Autres activites - entrepot";440195;229944
2016;2;"CVS-CJO";"Autres activites - bureau";308516;310675
2016;1;"Brute";"Ensemble des locaux non-residentiels";2837897;2400693
2016;1;"Brute";"Exploitation agricole";748920;542973
2016;1;"Brute";"Commerce";654840;472741
2016;1;"Brute";"Commerce - hotels";58636;78565
2016;1;"Brute";"Services publics";399611;390404
2016;1;"Brute";"Autres activites";1034525;994249
2016;1;"Brute";"Autres activites - industrie";267758;180605
2016;1;"Brute";"Autres activites - entrepot";484510;425715
2016;1;"Brute";"Autres activites - bureau";282257;387930
2016;1;"CVS-CJO";"Ensemble des locaux non-residentiels";3071292;2380958
2016;1;"CVS-CJO";"Exploitation agricole";894040;529891
2016;1;"CVS-CJO";"Commerce";692968;451565
2016;1;"CVS-CJO";"Commerce - hotels";58636;78565
2016;1;"CVS-CJO";"Services publics";394910;347481
2016;1;"CVS-CJO";"Autres activites";1089374;1052021
2016;1;"CVS-CJO";"Autres activites - industrie";282555;205567
2016;1;"CVS-CJO";"Autres activites - entrepot";547648;365271
2016;1;"CVS-CJO";"Autres activites - bureau";319073;413272
2015;12;"Brute";"Ensemble des locaux non-residentiels";2780161;1583367
2015;12;"Brute";"Exploitation agricole";732187;387328
2015;12;"Brute";"Commerce";593015;360843
2015;12;"Brute";"Commerce - hotels";145646;33240
2015;12;"Brute";"Services publics";482775;260882
2015;12;"Brute";"Autres activites";972181;574135
2015;12;"Brute";"Autres activites - industrie";182757;146808
2015;12;"Brute";"Autres activites - entrepot";477147;196415
2015;12;"Brute";"Autres activites - bureau";312276;230912
2015;12;"CVS-CJO";"Ensemble des locaux non-residentiels";2813570;1669580
2015;12;"CVS-CJO";"Exploitation agricole";891373;448517
2015;12;"CVS-CJO";"Commerce";534852;348091
2015;12;"CVS-CJO";"Commerce - hotels";145646;33240
2015;12;"CVS-CJO";"Services publics";461930;263621
2015;12;"CVS-CJO";"Autres activites";925415;609351
2015;12;"CVS-CJO";"Autres activites - industrie";182842;184942
2015;12;"CVS-CJO";"Autres activites - entrepot";495174;252662
2015;12;"CVS-CJO";"Autres activites - bureau";286271;200866
2015;11;"Brute";"Ensemble des locaux non-residentiels";2840522;2166555
2015;11;"Brute";"Exploitation agricole";783164;486130
2015;11;"Brute";"Commerce";614509;495273
2015;11;"Brute";"Commerce - hotels";100802;94439
2015;11;"Brute";"Services publics";484712;423973
2015;11;"Brute";"Autres activites";958137;758406
2015;11;"Brute";"Autres activites - industrie";262139;194884
2015;11;"Brute";"Autres activites - entrepot";399455;247066
2015;11;"Brute";"Autres activites - bureau";296542;316453
2015;11;"CVS-CJO";"Ensemble des locaux non-residentiels";3002020;2146982
2015;11;"CVS-CJO";"Exploitation agricole";916509;530193
2015;11;"CVS-CJO";"Commerce";634791;471660
2015;11;"CVS-CJO";"Commerce - hotels";100802;94439
2015;11;"CVS-CJO";"Services publics";456443;397098
2015;11;"CVS-CJO";"Autres activites";994277;748031
2015;11;"CVS-CJO";"Autres activites - industrie";293156;196046
2015;11;"CVS-CJO";"Autres activites - entrepot";443570;258319
2015;11;"CVS-CJO";"Autres activites - bureau";303319;288887
2015;10;"Brute";"Ensemble des locaux non-residentiels";3484013;1904934
2015;10;"Brute";"Exploitation agricole";866138;510855
2015;10;"Brute";"Commerce";639154;322991
2015;10;"Brute";"Commerce - hotels";113485;21369
2015;10;"Brute";"Services publics";505574;392338
2015;10;"Brute";"Autres activites";1473149;678174
2015;10;"Brute";"Autres activites - industrie";467970;200549
2015;10;"Brute";"Autres activites - entrepot";527991;257950
2015;10;"Brute";"Autres activites - bureau";477188;219676
2015;10;"CVS-CJO";"Ensemble des locaux non-residentiels";3171927;1785602
2015;10;"CVS-CJO";"Exploitation agricole";944614;456859
2015;10;"CVS-CJO";"Commerce";585192;320347
2015;10;"CVS-CJO";"Commerce - hotels";113485;21369
2015;10;"CVS-CJO";"Services publics";434976;390147
2015;10;"CVS-CJO";"Autres activites";1207145;618249
2015;10;"CVS-CJO";"Autres activites - industrie";318843;165712
2015;10;"CVS-CJO";"Autres activites - entrepot";433655;240803
2015;10;"CVS-CJO";"Autres activites - bureau";384089;203155
2015;9;"Brute";"Ensemble des locaux non-residentiels";3269585;2237939
2015;9;"Brute";"Exploitation agricole";882018;639203
2015;9;"Brute";"Commerce";560918;384627
2015;9;"Brute";"Commerce - hotels";100044;38687
2015;9;"Brute";"Services publics";533948;451161
2015;9;"Brute";"Autres activites";1292700;760948
2015;9;"Brute";"Autres activites - industrie";379177;182509
2015;9;"Brute";"Autres activites - entrepot";394057;375369
2015;9;"Brute";"Autres activites - bureau";519466;203069
2015;9;"CVS-CJO";"Ensemble des locaux non-residentiels";3053609;2076937
2015;9;"CVS-CJO";"Exploitation agricole";840804;628298
2015;9;"CVS-CJO";"Commerce";564889;361047
2015;9;"CVS-CJO";"Commerce - hotels";100044;38687
2015;9;"CVS-CJO";"Services publics";519106;358399
2015;9;"CVS-CJO";"Autres activites";1128810;729193
2015;9;"CVS-CJO";"Autres activites - industrie";304546;171464
2015;9;"CVS-CJO";"Autres activites - entrepot";361368;313566
2015;9;"CVS-CJO";"Autres activites - bureau";401403;213288
2015;8;"Brute";"Ensemble des locaux non-residentiels";2520812;1465677
2015;8;"Brute";"Exploitation agricole";896135;454456
2015;8;"Brute";"Commerce";523475;246609
2015;8;"Brute";"Commerce - hotels";52601;20950
2015;8;"Brute";"Services publics";352410;292608
2015;8;"Brute";"Autres activites";748793;471201
2015;8;"Brute";"Autres activites - industrie";187062;112364
2015;8;"Brute";"Autres activites - entrepot";234631;195608
2015;8;"Brute";"Autres activites - bureau";327100;163229
2015;8;"CVS-CJO";"Ensemble des locaux non-residentiels";2776772;1597748
2015;8;"CVS-CJO";"Exploitation agricole";942475;435360
2015;8;"CVS-CJO";"Commerce";569514;310609
2015;8;"CVS-CJO";"Commerce - hotels";52601;20950
2015;8;"CVS-CJO";"Services publics";406705;346999
2015;8;"CVS-CJO";"Autres activites";858078;504780
2015;8;"CVS-CJO";"Autres activites - industrie";203546;118640
2015;8;"CVS-CJO";"Autres activites - entrepot";228774;223632
2015;8;"CVS-CJO";"Autres activites - bureau";397377;218742
2015;7;"Brute";"Ensemble des locaux non-residentiels";3378749;1921006
2015;7;"Brute";"Exploitation agricole";1122155;519509
2015;7;"Brute";"Commerce";588280;255517
2015;7;"Brute";"Commerce - hotels";81634;18348
2015;7;"Brute";"Services publics";390550;332158
2015;7;"Brute";"Autres activites";1277762;812236
2015;7;"Brute";"Autres activites - industrie";300289;191123
2015;7;"Brute";"Autres activites - entrepot";524564;375395
2015;7;"Brute";"Autres activites - bureau";452909;245719
2015;7;"CVS-CJO";"Ensemble des locaux non-residentiels";3111695;1953332
2015;7;"CVS-CJO";"Exploitation agricole";927925;505848
2015;7;"CVS-CJO";"Commerce";555578;319237
2015;7;"CVS-CJO";"Commerce - hotels";81634;18348
2015;7;"CVS-CJO";"Services publics";376144;385498
2015;7;"CVS-CJO";"Autres activites";1252048;742749
2015;7;"CVS-CJO";"Autres activites - industrie";300271;213357
2015;7;"CVS-CJO";"Autres activites - entrepot";526913;368277
2015;7;"CVS-CJO";"Autres activites - bureau";362658;212461
2015;6;"Brute";"Ensemble des locaux non-residentiels";3479706;2114529
2015;6;"Brute";"Exploitation agricole";1284271;495876
2015;6;"Brute";"Commerce";572015;412005
2015;6;"Brute";"Commerce - hotels";69884;32337
2015;6;"Brute";"Services publics";413814;473453
2015;6;"Brute";"Autres activites";1209606;732631
2015;6;"Brute";"Autres activites - industrie";336725;275350
2015;6;"Brute";"Autres activites - entrepot";521050;210313
2015;6;"Brute";"Autres activites - bureau";351830;246967
2015;6;"CVS-CJO";"Ensemble des locaux non-residentiels";3079499;2021613
2015;6;"CVS-CJO";"Exploitation agricole";1003324;516878
2015;6;"CVS-CJO";"Commerce";522442;392821
2015;6;"CVS-CJO";"Commerce - hotels";69884;32337
2015;6;"CVS-CJO";"Services publics";411747;426685
2015;6;"CVS-CJO";"Autres activites";1141986;685229
2015;6;"CVS-CJO";"Autres activites - industrie";317844;220412
2015;6;"CVS-CJO";"Autres activites - entrepot";460615;185523
2015;6;"CVS-CJO";"Autres activites - bureau";332081;232957
2015;5;"Brute";"Ensemble des locaux non-residentiels";2553516;1481003
2015;5;"Brute";"Exploitation agricole";970170;454093
2015;5;"Brute";"Commerce";389184;230493
2015;5;"Brute";"Commerce - hotels";50347;6184
2015;5;"Brute";"Services publics";314228;284065
2015;5;"Brute";"Autres activites";879936;511598
2015;5;"Brute";"Autres activites - industrie";215622;146847
2015;5;"Brute";"Autres activites - entrepot";429474;165157
2015;5;"Brute";"Autres activites - bureau";234841;199595
2015;5;"CVS-CJO";"Ensemble des locaux non-residentiels";2801912;1585938
2015;5;"CVS-CJO";"Exploitation agricole";985943;437428
2015;5;"CVS-CJO";"Commerce";468686;213743
2015;5;"CVS-CJO";"Commerce - hotels";50347;6184
2015;5;"CVS-CJO";"Services publics";343631;315533
2015;5;"CVS-CJO";"Autres activites";1003652;619234
2015;5;"CVS-CJO";"Autres activites - industrie";271740;159516
2015;5;"CVS-CJO";"Autres activites - entrepot";476290;228332
2015;5;"CVS-CJO";"Autres activites - bureau";307637;223118
2015;4;"Brute";"Ensemble des locaux non-residentiels";2626911;1701626
2015;4;"Brute";"Exploitation agricole";996663;461312
2015;4;"Brute";"Commerce";528870;265789
2015;4;"Brute";"Commerce - hotels";95987;28052
2015;4;"Brute";"Services publics";326773;293355
2015;4;"Brute";"Autres activites";774603;680085
2015;4;"Brute";"Autres activites - industrie";222503;224262
2015;4;"Brute";"Autres activites - entrepot";321430;262311
2015;4;"Brute";"Autres activites - bureau";230670;193512
2015;4;"CVS-CJO";"Ensemble des locaux non-residentiels";2765325;1752306
2015;4;"CVS-CJO";"Exploitation agricole";985796;466524
2015;4;"CVS-CJO";"Commerce";540880;255973
2015;4;"CVS-CJO";"Commerce - hotels";95987;28052
2015;4;"CVS-CJO";"Services publics";378645;326639
2015;4;"CVS-CJO";"Autres activites";860004;703170
2015;4;"CVS-CJO";"Autres activites - industrie";245268;259606
2015;4;"CVS-CJO";"Autres activites - entrepot";376588;293562
2015;4;"CVS-CJO";"Autres activites - bureau";302892;225328
2015;3;"Brute";"Ensemble des locaux non-residentiels";2894310;1772545
2015;3;"Brute";"Exploitation agricole";850122;497423
2015;3;"Brute";"Commerce";583422;355338
2015;3;"Brute";"Commerce - hotels";96332;39700
2015;3;"Brute";"Services publics";398268;336243
2015;3;"Brute";"Autres activites";1062499;582260
2015;3;"Brute";"Autres activites - industrie";305794;154974
2015;3;"Brute";"Autres activites - entrepot";416639;208952
