Date,Region,Department,Type,Permis,MisesEnChantier,SurfacePermis,SurfaceChantiers
2016-11-01,France,France,Maison Individuelle Groupée,4416,3066,396591,263426
2016-11-01,France,France,Maison Individuelle Pure,11865,10131,1396154,1197568
2016-12-01,France,France,Logement Collectif,23136,16476,1425134,1023118
2016-12-01,France,France,Logement en Résidence,3195,2286,147571,115203
2016-12-01,France,France,Maison Individuelle Groupée,3938,3429,349102,289528
2016-12-01,France,France,Maison Individuelle Pure,11506,10442,1350575,1241474
2017-01-01,France,France,Logement Collectif,17111,18249,1064182,1145632
2017-01-01,France,France,Logement en Résidence,2380,3109,105281,127536
2017-01-01,France,France,Maison Individuelle Groupée,4091,3434,359647,293153
2017-01-01,France,France,Maison Individuelle Pure,12242,10007,1432328,1175665
2017-02-01,France,France,Logement Collectif,19640,19379,1230338,1236833
2017-02-01,France,France,Logement en Résidence,2847,1330,116379,55890
2017-02-01,France,France,Maison Individuelle Groupée,3733,3581,332637,307462
2017-02-01,France,France,Maison Individuelle Pure,12227,10848,1471406,1278457
2017-03-01,France,France,Logement Collectif,21336,20977,1294508,1289780
2017-03-01,France,France,Logement en Résidence,4262,2650,181146,96984
2017-03-01,France,France,Maison Individuelle Groupée,4383,3906,385851,339175
2017-03-01,France,France,Maison Individuelle Pure,13327,10580,1610146,1252043
2017-04-01,France,France,Logement Collectif,20891,18058,1302881,1126954
2017-04-01,France,France,Logement en Résidence,2778,2752,134338,134550
2017-04-01,France,France,Maison Individuelle Groupée,3948,3360,338666,297542
2017-04-01,France,France,Maison Individuelle Pure,11775,10425,1403146,1257191
2017-05-01,France,France,Logement Collectif,21573,17221,1365224,1078544
2017-05-01,France,France,Logement en Résidence,2334,2742,110236,112227
2017-05-01,France,France,Maison Individuelle Groupée,4253,3557,363240,316117
2017-05-01,France,France,Maison Individuelle Pure,12689,10988,1506221,1314315
2017-06-01,France,France,Logement Collectif,22509,17516,1403908,1114988
2017-06-01,France,France,Logement en Résidence,2991,3105,126076,136146
2017-06-01,France,France,Maison Individuelle Groupée,4077,3631,363122,319451
2017-06-01,France,France,Maison Individuelle Pure,12343,11049,1462757,1328360
2017-07-01,France,France,Logement Collectif,24245,18620,1530891,1131957
2017-07-01,France,France,Logement en Résidence,2751,2769,144965,119238
2017-07-01,France,France,Maison Individuelle Groupée,4043,3597,356269,309660
2017-07-01,France,France,Maison Individuelle Pure,12284,10889,1471997,1293760
2017-08-01,France,France,Logement Collectif,22813,18030,1426863,1148426
2017-08-01,France,France,Logement en Résidence,2336,2651,104079,106344
2017-08-01,France,France,Maison Individuelle Groupée,4150,3914,362341,338382
2017-08-01,France,France,Maison Individuelle Pure,12118,11094,1447826,1332692
2017-09-01,France,France,Logement Collectif,24250,17513,1503359,1064142
2017-09-01,France,France,Logement en Résidence,3420,3149,185788,142390
2017-09-01,France,France,Maison Individuelle Groupée,4044,3290,349526,295596
2017-09-01,France,France,Maison Individuelle Pure,11819,11071,1425274,1319287
2017-10-01,France,France,Logement Collectif,20101,18902,1268544,1152378
2017-10-01,France,France,Logement en Résidence,3379,1669,156870,82269
2017-10-01,France,France,Maison Individuelle Groupée,4136,3292,358856,292186
2017-10-01,France,France,Maison Individuelle Pure,11706,11255,1392159,1348549
2017-11-01,France,France,Logement Collectif,19436,18510,1226507,1149769
2017-11-01,France,France,Logement en Résidence,2916,3056,135926,144736
2017-11-01,France,France,Maison Individuelle Groupée,3675,4472,321376,384208
2017-11-01,France,France,Maison Individuelle Pure,11900,11184,1397269,1336002
2017-12-01,France,France,Logement Collectif,21845,21147,1397348,1291503
2017-12-01,France,France,Logement en Résidence,1735,4209,77687,205912
2017-12-01,France,France,Maison Individuelle Groupée,4565,3996,392799,315954
2017-12-01,France,France,Maison Individuelle Pure,13047,11308,1544954,1326905
2018-01-01,France,France,Logement Collectif,18707,16621,1193112,1040101
2018-01-01,France,France,Logement en Résidence,2675,2256,109081,104084
2018-01-01,France,France,Maison Individuelle Groupée,4312,3161,370071,288573
2018-01-01,France,France,Maison Individuelle Pure,12090,10386,1425828,1232148
2018-02-01,France,France,Logement Collectif,23591,16413,1530501,1064594
2018-02-01,France,France,Logement en Résidence,2439,2428,125478,107369
2018-02-01,France,France,Maison Individuelle Groupée,4382,3117,388946,270048
2018-02-01,France,France,Maison Individuelle Pure,11619,10775,1388956,1263162
2018-03-01,France,France,Logement Collectif,21266,17031,1345696,1097508
2018-03-01,France,France,Logement en Résidence,2188,2610,112667,113441
2018-03-01,France,France,Maison Individuelle Groupée,4408,3018,392984,266013
2018-03-01,France,France,Maison Individuelle Pure,11226,10539,1352286,1249194
2018-04-01,France,France,Logement Collectif,21508,17738,1359100,1123966
2018-04-01,France,France,Logement en Résidence,2097,2311,98811,103939
2018-04-01,France,France,Maison Individuelle Groupée,4212,3546,376944,315114
2018-04-01,France,France,Maison Individuelle Pure,11208,10945,1356760,1317585
2018-05-01,France,France,Logement Collectif,23230,19243,1473004,1212364
2018-05-01,France,France,Logement en Résidence,2973,2976,139829,142881
2018-05-01,France,France,Maison Individuelle Groupée,3816,3172,347518,281152
2018-05-01,France,France,Maison Individuelle Pure,10801,10193,1313060,1226417
2018-06-01,France,France,Logement Collectif,19455,18589,1248838,1166464
2018-06-01,France,France,Logement en Résidence,1966,2245,82440,95510
2018-06-01,France,France,Maison Individuelle Groupée,4084,3169,371900,275086
2018-06-01,France,France,Maison Individuelle Pure,10688,10241,1307464,1238602
2018-07-01,France,France,Logement Collectif,18061,16864,1160354,1058756
2018-07-01,France,France,Logement en Résidence,2730,2283,142201,99098
2018-07-01,France,France,Maison Individuelle Groupée,4303,3011,390705,269677
2018-07-01,France,France,Maison Individuelle Pure,10464,10091,1263233,1214005
2018-08-01,France,France,Logement Collectif,20005,15821,1292446,1011050
2018-08-01,France,France,Logement en Résidence,4622,2423,226146,122706
2018-08-01,France,France,Maison Individuelle Groupée,3367,3391,312184,303426
2018-08-01,France,France,Maison Individuelle Pure,10492,9649,1260863,1160900
2018-09-01,France,France,Logement Collectif,20627,17145,1322603,1103290
2018-09-01,France,France,Logement en Résidence,3622,2683,163809,146333
2018-09-01,France,France,Maison Individuelle Groupée,4827,3615,429806,308061
2018-09-01,France,France,Maison Individuelle Pure,10806,9748,1303931,1178783
2018-10-01,France,France,Logement Collectif,21846,19811,1447556,1259016
2018-10-01,France,France,Logement en Résidence,1338,2453,63674,111291
2018-10-01,France,France,Maison Individuelle Groupée,4170,3664,369573,326274
2018-10-01,France,France,Maison Individuelle Pure,11090,10128,1339059,1216877
2018-11-01,France,France,Logement Collectif,19064,19364,1251344,1205777
2018-11-01,France,France,Logement en Résidence,2812,570,132830,32828
2018-11-01,France,France,Maison Individuelle Groupée,4049,3246,358552,290708
2018-11-01,France,France,Maison Individuelle Pure,10809,9920,1295099,1192455
2018-12-01,France,France,Logement Collectif,18290,16078,1178416,1002659
2018-12-01,France,France,Logement en Résidence,2482,2663,115741,120002
2018-12-01,France,France,Maison Individuelle Groupée,4213,2977,369290,262184
2018-12-01,France,France,Maison Individuelle Pure,10896,9948,1306662,1174405
2019-01-01,France,France,Logement Collectif,20410,18067,1294122,1137910
2019-01-01,France,France,Logement en Résidence,2616,2150,115978,87563
2019-01-01,France,France,Maison Individuelle Groupée,3653,3310,328600,291491
2019-01-01,France,France,Maison Individuelle Pure,10911,9971,1303540,1195862
2019-02-01,France,France,Logement Collectif,16969,16547,1095949,1030357
2019-02-01,France,France,Logement en Résidence,1900,2769,84585,110656
2019-02-01,France,France,Maison Individuelle Groupée,3811,3349,343766,286725
2019-02-01,France,France,Maison Individuelle Pure,10965,9946,1323623,1198618
2019-03-01,France,France,Logement Collectif,19878,15114,1278936,963053
2019-03-01,France,France,Logement en Résidence,2860,2247,140415,101517
2019-03-01,France,France,Maison Individuelle Groupée,3607,3101,326881,276101
2019-03-01,France,France,Maison Individuelle Pure,11104,10081,1349697,1207124
2019-04-01,France,France,Logement Collectif,20092,17627,1290479,1147892
2019-04-01,France,France,Logement en Résidence,3698,2872,172348,126578
2019-04-01,France,France,Maison Individuelle Groupée,3897,3416,348250,307351
2019-04-01,France,France,Maison Individuelle Pure,11379,9854,1373816,1192963
2019-05-01,France,France,Logement Collectif,18065,16810,1151804,1106558
2019-05-01,France,France,Logement en Résidence,2577,1427,110632,76201
2019-05-01,France,France,Maison Individuelle Groupée,4149,3039,378231,276877
2019-05-01,France,France,Maison Individuelle Pure,11625,9775,1404630,1184298
2019-06-01,France,France,Logement Collectif,18918,14696,1211338,956401
2019-06-01,France,France,Logement en Résidence,3161,2197,145342,326446
2019-06-01,France,France,Maison Individuelle Groupée,3838,3285,341761,295527
2019-06-01,France,France,Maison Individuelle Pure,10787,9657,1314561,1168804
2019-07-01,France,France,Logement Collectif,18991,17596,1218535,1106304
2019-07-01,France,France,Logement en Résidence,1738,2858,89614,129293
2019-07-01,France,France,Maison Individuelle Groupée,3977,3587,353010,311942
2019-07-01,France,France,Maison Individuelle Pure,11525,9876,1388782,1191048
2019-08-01,France,France,Logement Collectif,16241,13312,1047039,865906
2019-08-01,France,France,Logement en Résidence,3054,1708,150270,77838
2019-08-01,France,France,Maison Individuelle Groupée,4167,2865,362367,266696
2019-08-01,France,France,Maison Individuelle Pure,11361,8911,1360855,1077100
2019-09-01,France,France,Logement Collectif,17266,16996,1118588,1085177
2019-09-01,France,France,Logement en Résidence,1797,2026,77835,100051
2019-09-01,France,France,Maison Individuelle Groupée,3878,3418,346245,302501
2019-09-01,France,France,Maison Individuelle Pure,11776,10233,1420712,1237441
2019-10-01,France,France,Logement Collectif,20612,16055,1355309,1008259
2019-10-01,France,France,Logement en Résidence,4789,3038,174847,147786
2019-10-01,France,France,Maison Individuelle Groupée,4125,3179,357880,281177
2019-10-01,France,France,Maison Individuelle Pure,11675,10358,1416704,1244272
2019-11-01,France,France,Logement Collectif,18964,17449,1223502,1120196
2019-11-01,France,France,Logement en Résidence,2250,2370,118403,121593
2019-11-01,France,France,Maison Individuelle Groupée,4610,2978,413265,264782
2019-11-01,France,France,Maison Individuelle Pure,12059,9826,1433944,1191251
2019-12-01,France,France,Logement Collectif,21021,16569,1339818,1045704
2019-12-01,France,France,Logement en Résidence,3945,2940,157211,135244
2019-12-01,France,France,Maison Individuelle Groupée,4204,2994,380747,256817
2019-12-01,France,France,Maison Individuelle Pure,12002,10306,1428234,1227143
2020-01-01,France,France,Logement Collectif,21219,16408,1380869,1057128
2020-01-01,France,France,Logement en Résidence,2878,3035,144711,120030
2020-01-01,France,France,Maison Individuelle Groupée,4620,3847,411253,342149
2020-01-01,France,France,Maison Individuelle Pure,11696,10910,1395949,1309406
2020-02-01,France,France,Logement Collectif,20393,16113,1317150,1041858
2020-02-01,France,France,Logement en Résidence,3467,2460,182520,115476
2020-02-01,France,France,Maison Individuelle Groupée,4355,3227,388890,296021
2020-02-01,France,France,Maison Individuelle Pure,11698,10854,1412252,1290424
2020-03-01,France,France,Logement Collectif,18377,13205,1192642,854207
2020-03-01,France,France,Logement en Résidence,3854,2338,183660,104678
2020-03-01,France,France,Maison Individuelle Groupée,3688,2534,336464,223600
2020-03-01,France,France,Maison Individuelle Pure,9347,6443,1146314,772096
2020-04-01,France,France,Logement Collectif,5957,7804,401991,516475
2020-04-01,France,France,Logement en Résidence,1375,1090,94323,53465
2020-04-01,France,France,Maison Individuelle Groupée,2146,1699,195686,154909
2020-04-01,France,France,Maison Individuelle Pure,6522,6284,789722,760722
2020-05-01,France,France,Logement Collectif,9696,14017,623460,895341
2020-05-01,France,France,Logement en Résidence,2940,1487,121580,61949
2020-05-01,France,France,Maison Individuelle Groupée,2264,2688,207550,251636
2020-05-01,France,France,Maison Individuelle Pure,7619,9221,927935,1126047
2020-06-01,France,France,Logement Collectif,15730,16868,1033734,1083129
2020-06-01,France,France,Logement en Résidence,3126,2585,126289,128295
2020-06-01,France,France,Maison Individuelle Groupée,2738,3272,248679,294238
2020-06-01,France,France,Maison Individuelle Pure,9277,10040,1128160,1230735
2020-07-01,France,France,Logement Collectif,12325,18755,790279,1160811
2020-07-01,France,France,Logement en Résidence,2793,2583,127478,126917
2020-07-01,France,France,Maison Individuelle Groupée,3307,3434,282809,303636
2020-07-01,France,France,Maison Individuelle Pure,10966,10324,1323443,1239761
2020-08-01,France,France,Logement Collectif,14753,20644,927125,1325521
2020-08-01,France,France,Logement en Résidence,2648,3450,99715,159473
2020-08-01,France,France,Maison Individuelle Groupée,4331,3462,381553,311803
2020-08-01,France,France,Maison Individuelle Pure,10713,10936,1288964,1345068
2020-09-01,France,France,Logement Collectif,16422,16928,1062726,1098678
2020-09-01,France,France,Logement en Résidence,3049,2477,154338,107904
2020-09-01,France,France,Maison Individuelle Groupée,4037,3556,364840,318581
2020-09-01,France,France,Maison Individuelle Pure,10909,9924,1320443,1218329
2020-10-01,France,France,Logement Collectif,16415,17807,1067048,1132749
2020-10-01,France,France,Logement en Résidence,4017,2233,164673,110709
2020-10-01,France,France,Maison Individuelle Groupée,3863,3399,340408,290097
2020-10-01,France,France,Maison Individuelle Pure,11964,9904,1437519,1205890
2020-11-01,France,France,Logement Collectif,19014,15127,1247415,963524
2020-11-01,France,France,Logement en Résidence,3637,3647,145503,166897
2020-11-01,France,France,Maison Individuelle Groupée,4065,3739,362702,340604
2020-11-01,France,France,Maison Individuelle Pure,12680,10527,1517248,1277724
2020-12-01,France,France,Logement Collectif,17421,14854,1145963,948674
2020-12-01,France,France,Logement en Résidence,3354,2912,141402,128194
2020-12-01,France,France,Maison Individuelle Groupée,4064,3012,361076,259747
2020-12-01,France,France,Maison Individuelle Pure,12253,10273,1472216,1231498
2021-01-01,France,France,Logement Collectif,16308,16144,1082662,1024858
2021-01-01,France,France,Logement en Résidence,4437,2615,183926,107017
2021-01-01,France,France,Maison Individuelle Groupée,4111,3721,369439,336527
2021-01-01,France,France,Maison Individuelle Pure,12773,10529,1531233,1259205
2021-02-01,France,France,Logement Collectif,18134,17311,1181991,1127242
2021-02-01,France,France,Logement en Résidence,3073,3267,138274,130919
2021-02-01,France,France,Maison Individuelle Groupée,3932,3682,364310,335224
2021-02-01,France,France,Maison Individuelle Pure,12653,10531,1540528,1260223
2021-03-01,France,France,Logement Collectif,17870,18746,1180949,1241098
2021-03-01,France,France,Logement en Résidence,2788,4281,134899,202597
2021-03-01,France,France,Maison Individuelle Groupée,4440,3308,407693,296414
2021-03-01,France,France,Maison Individuelle Pure,12609,10769,1519483,1298287
2021-04-01,France,France,Logement Collectif,17409,18078,1135443,1188528
2021-04-01,France,France,Logement en Résidence,3523,3452,150246,161713
2021-04-01,France,France,Maison Individuelle Groupée,4671,3090,424747,287966
2021-04-01,France,France,Maison Individuelle Pure,13416,10934,1619598,1332825
2021-05-01,France,France,Logement Collectif,18433,18083,1191486,1175003
2021-05-01,France,France,Logement en Résidence,2633,3868,136823,157618
2021-05-01,France,France,Maison Individuelle Groupée,4646,3244,411745,306227
2021-05-01,France,France,Maison Individuelle Pure,13152,10732,1591984,1308178
2021-06-01,France,France,Logement Collectif,17413,15711,1121470,1008730
2021-06-01,France,France,Logement en Résidence,2701,3071,122046,150620
2021-06-01,France,France,Maison Individuelle Groupée,4635,3177,409882,288275
2021-06-01,France,France,Maison Individuelle Pure,13720,10791,1650839,1311137
2021-07-01,France,France,Logement Collectif,18015,16660,1179744,1079642
2021-07-01,France,France,Logement en Résidence,3768,2708,183345,123046
2021-07-01,France,France,Maison Individuelle Groupée,3909,3279,368071,300232
2021-07-01,France,France,Maison Individuelle Pure,14060,10815,1717687,1299741
2021-08-01,France,France,Logement Collectif,15206,17342,977874,1117540
2021-08-01,France,France,Logement en Résidence,2876,3301,122631,154789
2021-08-01,France,France,Maison Individuelle Groupée,4484,3823,401479,349064
2021-08-01,France,France,Maison Individuelle Pure,14074,10892,1692781,1350174
2021-09-01,France,France,Logement Collectif,19694,16817,1275328,1093650
2021-09-01,France,France,Logement en Résidence,4439,2611,215603,126675
2021-09-01,France,France,Maison Individuelle Groupée,4360,3538,397476,327706
2021-09-01,France,France,Maison Individuelle Pure,13701,11470,1661812,1398401
2021-10-01,France,France,Logement Collectif,18012,18284,1159208,1164711
2021-10-01,France,France,Logement en Résidence,2960,3839,127044,163577
2021-10-01,France,France,Maison Individuelle Groupée,4730,3567,434150,323429
2021-10-01,France,France,Maison Individuelle Pure,13352,11559,1631328,1395923
2021-11-01,France,France,Logement Collectif,18108,16060,1172701,1035026
2021-11-01,France,France,Logement en Résidence,4315,3276,174181,154696
2021-11-01,France,France,Maison Individuelle Groupée,4398,3529,397050,325538
2021-11-01,France,France,Maison Individuelle Pure,12887,11558,1566823,1386484
2021-12-01,France,France,Logement Collectif,17954,15252,1175725,965427
2021-12-01,France,France,Logement en Résidence,3760,2635,182422,134924
2021-12-01,France,France,Maison Individuelle Groupée,4413,3379,388886,298141
2021-12-01,France,France,Maison Individuelle Pure,12931,11327,1564012,1358827
2022-01-01,France,France,Logement Collectif,17805,16708,1192011,1084330
2022-01-01,France,France,Logement en Résidence,2675,3281,138426,132435
2022-01-01,France,France,Maison Individuelle Groupée,4519,3572,415475,313660
2022-01-01,France,France,Maison Individuelle Pure,15959,11652,1919839,1418256
2022-02-01,France,France,Logement Collectif,20509,16577,1377745,1072723
2022-02-01,France,France,Logement en Résidence,4271,2684,190017,121808
2022-02-01,France,France,Maison Individuelle Groupée,5913,3651,551523,330006
2022-02-01,France,France,Maison Individuelle Pure,19515,11631,2414707,1406057
2022-03-01,France,France,Logement Collectif,24405,17015,1618274,1088947
2022-03-01,France,France,Logement en Résidence,4290,4747,227718,202597
2022-03-01,France,France,Maison Individuelle Groupée,7247,3740,645968,332959
2022-03-01,France,France,Maison Individuelle Pure,13727,11341,1693880,1368151
2022-04-01,France,France,Logement Collectif,24316,15717,1590426,1035545
2022-04-01,France,France,Logement en Résidence,4051,1368,204384,76320
2022-04-01,France,France,Maison Individuelle Groupée,5859,3621,531194,318036
2022-04-01,France,France,Maison Individuelle Pure,11287,11212,1376400,1365581
2022-05-01,France,France,Logement Collectif,23634,14031,1550169,913958
2022-05-01,France,France,Logement en Résidence,4872,3931,224853,172995
2022-05-01,France,France,Maison Individuelle Groupée,5438,3406,519933,327438
2022-05-01,France,France,Maison Individuelle Pure,10876,11057,1324634,1345590
2022-06-01,France,France,Logement Collectif,21362,14836,1396414,948951
2022-06-01,France,France,Logement en Résidence,4518,3345,224845,150421
2022-06-01,France,France,Maison Individuelle Groupée,5050,3569,479725,328694
2022-06-01,France,France,Maison Individuelle Pure,10365,10999,1241923,1336667
2022-07-01,France,France,Logement Collectif,22927,13808,1477170,868597
2022-07-01,France,France,Logement en Résidence,3638,3446,157150,153370
2022-07-01,France,France,Maison Individuelle Groupée,4503,2796,403467,269064
2022-07-01,France,France,Maison Individuelle Pure,9675,10547,1155522,1273740
2022-08-01,France,France,Logement Collectif,28325,17073,1836305,1080160
2022-08-01,France,France,Logement en Résidence,6837,3451,304183,145982
2022-08-01,France,France,Maison Individuelle Groupée,3873,3360,351670,307624
2022-08-01,France,France,Maison Individuelle Pure,9914,10603,1175056,1296176
2022-09-01,France,France,Logement Collectif,16838,14665,1103298,923075
2022-09-01,France,France,Logement en Résidence,3593,3553,202631,147588
2022-09-01,France,France,Maison Individuelle Groupée,3742,3009,337408,277779
2022-09-01,France,France,Maison Individuelle Pure,10015,9981,1206495,1217366
2022-10-01,France,France,Logement Collectif,13308,15820,878567,997023
2022-10-01,France,France,Logement en Résidence,2877,2108,140511,95069
2022-10-01,France,France,Maison Individuelle Groupée,3640,3134,319020,284781
2022-10-01,France,France,Maison Individuelle Pure,10000,9822,1210690,1185118
2022-11-01,France,France,Logement Collectif,14729,15752,980116,1021592
2022-11-01,France,France,Logement en Résidence,3091,2288,132218,105927
2022-11-01,France,France,Maison Individuelle Groupée,3595,3107,332406,283312
2022-11-01,France,France,Maison Individuelle Pure,9732,9559,1161473,1148688
2022-12-01,France,France,Logement Collectif,15468,15032,1006057,962524
2022-12-01,France,France,Logement en Résidence,2989,3264,143587,143606
2022-12-01,France,France,Maison Individuelle Groupée,3488,3415,317758,296894
2022-12-01,France,France,Maison Individuelle Pure,9071,9332,1074430,1102664
2023-01-01,France,France,Logement Collectif,15132,15658,998403,1001951
2023-01-01,France,France,Logement en Résidence,5151,2894,258788,124935
2023-01-01,France,France,Maison Individuelle Groupée,3726,2827,338590,262968
2023-01-01,France,France,Maison Individuelle Pure,9072,8887,1078473,1063361
2023-02-01,France,France,Logement Collectif,17306,13236,1137916,852043
2023-02-01,France,France,Logement en Résidence,5017,2146,212395,107357
2023-02-01,France,France,Maison Individuelle Groupée,3615,2824,335806,253971
2023-02-01,France,France,Maison Individuelle Pure,8669,8737,1033826,1034572
2023-03-01,France,France,Logement Collectif,16399,13677,1057922,908774
2023-03-01,France,France,Logement en Résidence,2809,1522,127897,98425
2023-03-01,France,France,Maison Individuelle Groupée,3466,2840,313085,255568
2023-03-01,France,France,Maison Individuelle Pure,8857,8389,1056381,999637
2023-04-01,France,France,Logement Collectif,15994,11946,1052609,772109
2023-04-01,France,France,Logement en Résidence,4506,3375,239532,138391
2023-04-01,France,France,Maison Individuelle Groupée,3367,2578,305723,238634
2023-04-01,France,France,Maison Individuelle Pure,8516,8239,1010957,981102
2023-05-01,France,France,Logement Collectif,14840,13668,960752,900553
2023-05-01,France,France,Logement en Résidence,3008,2033,133897,104661
2023-05-01,France,France,Maison Individuelle Groupée,3434,2909,303935,258225
2023-05-01,France,France,Maison Individuelle Pure,8505,8074,998089,971030
2023-06-01,France,France,Logement Collectif,17854,10685,1170621,690318
2023-06-01,France,France,Logement en Résidence,3674,3728,169617,173310
2023-06-01,France,France,Maison Individuelle Groupée,3549,2703,320540,240401
2023-06-01,France,France,Maison Individuelle Pure,8160,7964,972241,945070
2023-07-01,France,France,Logement Collectif,14490,11493,959005,723456
2023-07-01,France,France,Logement en Résidence,4045,2146,182921,89735
2023-07-01,France,France,Maison Individuelle Groupée,3697,2668,318416,225748
2023-07-01,France,France,Maison Individuelle Pure,7853,7653,917405,901631
2023-08-01,France,France,Logement Collectif,15856,8963,1025224,581974
2023-08-01,France,France,Logement en Résidence,4259,1397,169180,82596
2023-08-01,France,France,Maison Individuelle Groupée,3708,2744,329172,226226
2023-08-01,France,France,Maison Individuelle Pure,7599,7491,893948,888941
2023-09-01,France,France,Logement Collectif,13422,11308,886319,732347
2023-09-01,France,France,Logement en Résidence,2960,2777,135548,133821
2023-09-01,France,France,Maison Individuelle Groupée,3663,2803,324435,248414
2023-09-01,France,France,Maison Individuelle Pure,7215,7058,855703,842142
2023-10-01,France,France,Logement Collectif,16494,9582,1091219,629262
2023-10-01,France,France,Logement en Résidence,3292,3196,153933,151503
2023-10-01,France,France,Maison Individuelle Groupée,3912,2574,350461,229581
2023-10-01,France,France,Maison Individuelle Pure,7263,6813,851202,802325
2023-11-01,France,France,Logement Collectif,16213,10259,1012014,672378
2023-11-01,France,France,Logement en Résidence,4013,2817,203474,138293
2023-11-01,France,France,Maison Individuelle Groupée,3696,2748,329219,240378
2023-11-01,France,France,Maison Individuelle Pure,7105,6496,820690,758603
2023-12-01,France,France,Logement Collectif,15814,10934,1035608,707143
2023-12-01,France,France,Logement en Résidence,4344,1950,174686,95979
2023-12-01,France,France,Maison Individuelle Groupée,3636,3216,323934,276545
2023-12-01,France,France,Maison Individuelle Pure,7067,6786,819900,786214
2024-01-01,France,France,Logement Collectif,15006,9442,968344,620994
2024-01-01,France,France,Logement en Résidence,3361,2721,138759,112707
2024-01-01,France,France,Maison Individuelle Groupée,3522,2463,303529,225784
2024-01-01,France,France,Maison Individuelle Pure,6401,6140,739392,719236
2024-02-01,France,France,Logement Collectif,15086,9925,970664,630738
2024-02-01,France,France,Logement en Résidence,4085,3139,165614,157119
2024-02-01,France,France,Maison Individuelle Groupée,3492,2604,304746,219636
2024-02-01,France,France,Maison Individuelle Pure,6390,5943,748370,694286
2024-03-01,France,France,Logement Collectif,12271,10663,790309,709746
2024-03-01,France,France,Logement en Résidence,4840,2154,248316,93331
2024-03-01,France,France,Maison Individuelle Groupée,2897,2627,249410,234396
2024-03-01,France,France,Maison Individuelle Pure,6121,5610,698899,648652
2024-04-01,France,France,Logement Collectif,12932,10902,848639,704218
2024-04-01,France,France,Logement en Résidence,3084,2116,134173,93891
2024-04-01,France,France,Maison Individuelle Groupée,3276,2721,285087,244602
2024-04-01,France,France,Maison Individuelle Pure,6600,5849,793810,681879
2024-05-01,France,France,Logement Collectif,12707,12813,822742,853927
2024-05-01,France,France,Logement en Résidence,2791,3037,144633,125517
2024-05-01,France,France,Maison Individuelle Groupée,3726,2563,313603,232737
2024-05-01,France,France,Maison Individuelle Pure,6140,5413,712164,643525
2024-06-01,France,France,Logement Collectif,13013,10618,836754,694316
2024-06-01,France,France,Logement en Résidence,3465,2456,150547,113111
2024-06-01,France,France,Maison Individuelle Groupée,3413,2327,297494,207729
2024-06-01,France,France,Maison Individuelle Pure,5920,5352,690703,625563
2024-07-01,France,France,Logement Collectif,13596,11631,866428,735929
2024-07-01,France,France,Logement en Résidence,4265,3331,189049,149904
2024-07-01,France,France,Maison Individuelle Groupée,3270,2101,285669,180894
2024-07-01,France,France,Maison Individuelle Pure,6329,5331,735227,623515
2024-08-01,France,France,Logement Collectif,13635,11357,860235,721563
2024-08-01,France,France,Logement en Résidence,3527,3157,166423,157094
2024-08-01,France,France,Maison Individuelle Groupée,3609,2771,311435,237316
2024-08-01,France,France,Maison Individuelle Pure,6076,5505,716791,635806
2024-09-01,France,France,Logement Collectif,11982,9811,794497,645295
2024-09-01,France,France,Logement en Résidence,3414,2017,157706,96687
2024-09-01,France,France,Maison Individuelle Groupée,3647,2521,314316,214193
2024-09-01,France,France,Maison Individuelle Pure,6029,5032,708597,596879
2024-10-01,France,France,Logement Collectif,11971,12485,776556,799018
2024-10-01,France,France,Logement en Résidence,5487,1886,211782,89351
2024-10-01,France,France,Maison Individuelle Groupée,3452,2571,299856,226155
2024-10-01,France,France,Maison Individuelle Pure,6285,4904,738134,572992
2024-11-01,France,France,Logement Collectif,13989,11383,914812,724840
2024-11-01,France,France,Logement en Résidence,3171,2276,132183,106777
2024-11-01,France,France,Maison Individuelle Groupée,3575,2577,321371,230864
2024-11-01,France,France,Maison Individuelle Pure,6210,5066,711242,583770
2024-12-01,France,France,Logement Collectif,13418,11182,864884,702333
2024-12-01,France,France,Logement en Résidence,3331,3008,138416,135914
2024-12-01,France,France,Maison Individuelle Groupée,3626,2781,308151,238936
2024-12-01,France,France,Maison Individuelle Pure,6260,5040,716624,576084
2025-01-01,France,France,Logement Collectif,13533,10795,901792,690318
2025-01-01,France,France,Logement en Résidence,3489,3018,162066,117346
2025-01-01,France,France,Maison Individuelle Groupée,3508,2572,309839,226362
2025-01-01,France,France,Maison Individuelle Pure,6347,5022,729974,597011
2025-02-01,France,France,Logement Collectif,14493,10338,957573,629087
2025-02-01,France,France,Logement en Résidence,3618,2493,164692,117877
2025-02-01,France,France,Maison Individuelle Groupée,3485,2491,302017,210917
2025-02-01,France,France,Maison Individuelle Pure,6454,4817,752977,556049
2025-03-01,France,France,Logement Collectif,15207,9573,975953,608501
2025-03-01,France,France,Logement en Résidence,3863,2857,199332,125860
2025-03-01,France,France,Maison Individuelle Groupée,3830,2355,326201,215745
2025-03-01,France,France,Maison Individuelle Pure,6827,4938,780679,583523
2025-04-01,France,France,Logement Collectif,17394,10662,1110602,687504
2025-04-01,France,France,Logement en Résidence,6715,1897,296815,92434
2025-04-01,France,France,Maison Individuelle Groupée,3854,2585,323467,234934
2025-04-01,France,France,Maison Individuelle Pure,6777,4989,772440,579956
2025-05-01,France,France,Logement Collectif,15847,8355,1030370,544816
2025-05-01,France,France,Logement en Résidence,4086,1949,167436,93547
